caller;recipient;dt;duration
+79848820681;+79614336834;2020-02-22 00:27:58;879
+79603451681;+79473584346;2020-02-15 10:26:17;918
+79211341670;+79359493630;2020-03-21 01:44:13;-1
+79983853744;+79447324401;2020-04-10 01:33:24;399
+79305747938;+79752429113;2020-01-11 13:04:59;251
+79515819950;+79575818630;2020-05-10 18:37:34;-2
+79210856463;+79755448270;2020-04-02 10:41:46;301
+79540725003;+79050148508;2020-02-09 05:31:06;621
+79080372002;+79602587005;2020-02-27 14:59:40;535
+79766988037;+79643495830;2020-02-08 18:11:10;-1
+79695733207;+79266151534;2020-05-28 02:41:11;-1
+79286644224;+79526593203;2020-03-11 23:09:20;-1
+79232174892;+79926444889;2020-05-24 04:00:27;735
+79400654005;+79514451156;2020-01-02 13:30:27;851
+79695733207;+79693220327;2020-03-27 19:11:37;750
+79693220327;+79097661017;2020-04-03 14:34:54;-2
+79487305727;+79808425823;2020-01-17 05:12:02;-2
+79655001043;+79440794991;2020-05-12 13:24:32;-1
+79834130783;+79051329031;2020-01-30 21:42:33;148
+79083030674;+79864088078;2020-03-15 02:05:25;108
+79893144987;+79580560086;2020-01-31 07:56:27;553
+79825939824;+79737705733;2020-01-27 09:16:18;-2
+79091469024;+79839351464;2020-02-09 16:15:25;583
+79517708859;+79898490311;2020-05-18 11:12:22;755
+79471704590;+79839351464;2020-05-29 22:01:05;620
+79830588607;+79381552101;2020-05-02 09:04:25;675
+79452468189;+79200310497;2020-05-05 05:54:02;178
+79524876551;+79275828968;2020-01-30 08:00:23;878
+79862422057;+79329518317;2020-01-21 11:29:22;803
+79217776975;+79486904218;2020-04-22 13:24:52;-1
+79514451156;+79051329031;2020-04-04 06:12:54;-1
+79621745227;+79221139318;2020-02-01 11:56:46;981
+79329654975;+79901996020;2020-05-05 04:43:13;525
+79080373662;+79210856463;2020-05-06 05:12:01;228
+79954659313;+79926484537;2020-04-27 12:11:38;535
+79785570693;+79778843365;2020-03-02 19:02:31;970
+79450717457;+79416150594;2020-02-26 14:56:43;683
+79398024564;+79321543302;2020-05-30 05:40:22;59
+79267285698;+79862422057;2020-01-16 16:17:06;621
+79743872599;+79321543302;2020-04-21 01:31:30;868
+79926484537;+79728682061;2020-05-22 09:58:19;785
+79914976048;+79766988037;2020-01-12 17:44:06;852
+79274194203;+79729225818;2020-05-13 01:54:44;844
+79267285698;+79209106731;2020-02-10 06:51:32;-1
+79680307351;+79979138128;2020-05-29 17:22:04;318
+79827938649;+79400555439;2020-02-27 09:48:39;531
+79849189913;+79629339854;2020-01-21 00:35:23;-1
+79488931918;+79182394133;2020-03-15 14:11:12;544
+79463220045;+79480506353;2020-03-06 08:03:22;994
+79754909127;+79080372002;2020-02-24 14:43:27;42
+79686861704;+79159712021;2020-04-11 17:39:12;847
+79926484537;+79628289534;2020-04-16 06:31:40;-1
+79729225818;+79095074723;2020-04-20 03:20:40;510
+79416150594;+79305179732;2020-02-26 15:25:29;326
+79837220851;+79406058515;2020-03-31 02:10:50;486
+79967435327;+79545086785;2020-05-19 21:18:39;65
+79471704590;+79955449174;2020-02-26 15:07:45;228
+79940666226;+79240960136;2020-03-18 01:09:28;-1
+79570221927;+79015470564;2020-05-18 14:09:07;786
+79839264101;+79355756271;2020-04-16 06:30:46;14
+79837498700;+79095914385;2020-05-30 19:21:18;-1
+79221204780;+79203949464;2020-04-05 07:31:56;827
+79303782901;+79621745227;2020-01-30 02:57:34;527
+79648800217;+79002011624;2020-04-18 21:21:33;594
+79740478483;+79709796352;2020-02-24 19:03:31;-1
+79336781617;+79625140868;2020-05-25 03:34:54;57
+79162841289;+79987655975;2020-03-02 03:03:46;308
+79792861678;+79640319752;2020-01-07 22:18:29;36
+79763084521;+79970343873;2020-01-25 05:50:51;-1
+79987108316;+79319654713;2020-04-02 20:06:41;654
+79113449774;+79188759063;2020-05-21 15:03:28;-1
+79434102847;+79286095628;2020-05-03 11:21:22;592
+79955195228;+79633270585;2020-01-29 16:01:43;-2
+79926444889;+79487539291;2020-05-18 19:55:34;480
+79253110192;+79105284330;2020-01-26 15:15:30;494
+79888420719;+79148864251;2020-05-15 10:09:45;77
+79791034266;+79097661017;2020-03-11 16:45:50;753
+79336781617;+79878847274;2020-02-06 11:29:43;833
+79808425823;+79051329031;2020-01-05 16:21:57;994
+79182394133;+79529618655;2020-02-17 11:42:39;522
+79044576226;+79113449774;2020-04-14 08:16:16;969
+79987108316;+79704937503;2020-03-26 12:14:53;959
+79261088918;+79699925860;2020-01-20 06:53:44;128
+79044778714;+79648800217;2020-05-10 20:32:57;243
+79408862394;+79305747938;2020-01-25 07:20:52;-1
+79235643827;+79931039617;2020-04-29 20:43:37;-2
+79995750441;+79645083008;2020-04-16 01:12:43;903
+79435850776;+79721573398;2020-05-22 22:13:50;530
+79895835760;+79408339549;2020-01-16 17:51:35;632
+79080373662;+79712483058;2020-04-06 21:15:46;605
+79044576226;+79686095319;2020-04-25 15:23:06;657
+79400555439;+79406058515;2020-05-29 13:28:18;-2
+79663826885;+79699925860;2020-02-13 04:52:23;717
+79954659313;+79523139377;2020-01-17 01:50:47;979
+79505972262;+79381958936;2020-03-18 20:15:37;159
+79098173539;+79051329031;2020-04-07 03:43:23;448
+79885307397;+79489005245;2020-01-22 22:16:35;867
+79447324401;+79610907210;2020-01-30 17:19:59;286
+79523139377;+79400989298;2020-03-26 00:58:25;98
+79243702390;+79287529631;2020-05-01 03:01:41;607
+79463501333;+79406058515;2020-01-10 01:31:24;714
+79411765984;+79803802876;2020-05-25 05:30:39;-1
+79211341670;+79074614693;2020-04-13 09:04:04;949
+79423323771;+79058054767;2020-04-25 23:36:27;-1
+79896237169;+79737705733;2020-03-02 15:37:17;775
+79219775531;+79071086202;2020-04-27 14:23:18;617
+79633270585;+79058054767;2020-05-01 18:44:46;235
+79862422057;+79377134678;2020-05-28 19:53:14;438
+79428668382;+79291708826;2020-05-26 09:33:42;120
+79887691115;+79329518317;2020-05-06 18:48:54;138
+79291708826;+79868672152;2020-03-11 09:27:29;-2
+79813008149;+79032303132;2020-02-21 05:45:24;466
+79830588607;+79113618278;2020-04-27 01:57:49;938
+79253110192;+79529618655;2020-01-17 03:37:46;571
+79359217534;+79488931918;2020-05-26 21:37:45;368
+79586348704;+79729225818;2020-05-22 01:36:10;900
+79513712192;+79337048221;2020-05-19 20:03:35;134
+79715339227;+79813400347;2020-04-23 14:16:59;407
+79602573462;+79755448270;2020-04-23 20:08:44;-1
+79291708826;+79987655975;2020-03-07 03:33:19;782
+79044321363;+79687031290;2020-01-07 07:50:44;987
+79754909127;+79540725003;2020-05-10 07:31:46;768
+79044778714;+79610907210;2020-03-10 00:33:06;978
+79171149666;+79628289534;2020-04-05 16:28:36;658
+79660953259;+79463220045;2020-02-09 07:58:22;22
+79305179732;+79423323771;2020-02-04 20:18:07;880
+79015470564;+79170708990;2020-03-23 09:00:33;296
+79778843365;+79256770908;2020-02-01 17:01:22;134
+79815576623;+79105284330;2020-02-15 00:31:46;730
+79664169612;+79871357830;2020-03-25 10:40:55;38
+79655001043;+79200310497;2020-02-04 21:53:39;647
+79295924900;+79113449774;2020-01-29 00:40:53;489
+79696429332;+79788763222;2020-04-07 05:00:54;-1
+79586348704;+79113449774;2020-01-04 16:02:30;109
+79343104093;+79926484537;2020-04-13 06:39:04;97
+79219775531;+79740478483;2020-03-27 03:20:39;798
+79291708826;+79766988037;2020-04-16 20:12:15;991
+79382870864;+79449133819;2020-04-07 09:46:00;-1
+79256770908;+79090689603;2020-05-20 19:07:03;-2
+79540725003;+79176303690;2020-03-14 01:58:40;628
+79090689603;+79740478483;2020-03-11 12:25:27;94
+79207211627;+79954659313;2020-03-15 09:40:37;357
+79449133819;+79026152705;2020-01-23 20:19:58;798
+79137376844;+79556546669;2020-02-29 01:32:32;211
+79729225818;+79287529631;2020-03-26 08:03:02;244
+79794344500;+79148864251;2020-01-31 21:04:59;749
+79816510540;+79515819950;2020-02-05 17:09:28;389
+79379726440;+79221139318;2020-03-15 04:07:34;935
+79113187342;+79906189997;2020-04-01 11:01:47;761
+79940666226;+79314123360;2020-01-05 00:02:41;542
+79098173539;+79663826885;2020-05-05 08:32:57;112
+79629339854;+79996552358;2020-04-30 11:32:11;931
+79954659313;+79695733207;2020-05-21 21:22:37;874
+79954659313;+79580560086;2020-03-11 12:32:38;351
+79406058515;+79850299486;2020-05-24 08:07:57;260
+79885061665;+79606086738;2020-02-05 00:49:51;-1
+79105284330;+79586348704;2020-03-29 13:59:58;98
+79293755548;+79880063064;2020-05-20 09:45:11;665
+79074614693;+79610907210;2020-05-04 05:00:45;94
+79445474633;+79712483058;2020-03-20 13:20:11;247
+79408339549;+79385731031;2020-02-15 12:36:52;546
+79389160254;+79628289534;2020-02-16 11:41:50;577
+79066827133;+79994325594;2020-01-30 04:39:54;-2
+79901996020;+79573414652;2020-01-11 07:13:44;-2
+79320590135;+79662032108;2020-02-14 04:49:07;850
+79498453872;+79513712192;2020-04-20 15:14:08;718
+79777755232;+79648026276;2020-05-11 15:42:37;-2
+79379726440;+79391656982;2020-03-09 02:28:59;-2
+79400654005;+79896166873;2020-01-02 11:23:27;767
+79173322577;+79789238007;2020-02-02 18:05:02;-2
+79090060130;+79128336240;2020-04-06 04:47:25;-2
+79655876630;+79182941837;2020-02-09 17:34:11;888
+79452468189;+79983853744;2020-04-27 08:15:33;717
+79614336834;+79817051098;2020-05-01 20:26:59;157
+79232620275;+79096613312;2020-02-23 08:38:02;-1
+79939202429;+79766119936;2020-05-18 10:06:51;155
+79400654005;+79449133819;2020-04-30 03:17:34;-1
+79443646159;+79489005245;2020-02-15 01:47:56;89
+79052896271;+79808425823;2020-05-25 18:00:50;-2
+79287529631;+79266151534;2020-02-05 23:10:53;83
+79210243119;+79318886864;2020-04-22 18:02:10;-2
+79671132864;+79962088970;2020-01-10 21:25:13;78
+79260230056;+79207211627;2020-04-02 02:31:00;26
+79637748907;+79766988037;2020-03-07 12:56:56;-1
+79662032108;+79643951619;2020-05-01 09:06:07;536
+79737705733;+79379726440;2020-03-14 23:16:02;397
+79159712021;+79926444889;2020-05-17 13:07:04;855
+79882994952;+79400654005;2020-04-07 05:45:24;-1
+79868672152;+79220722240;2020-02-18 16:11:13;-1
+79721046072;+79637748907;2020-02-16 10:37:56;-1
+79660286108;+79043147455;2020-01-18 04:06:11;308
+79837498700;+79557850912;2020-05-01 12:41:18;735
+79854083981;+79428668382;2020-04-11 06:22:07;682
+79066827133;+79287529631;2020-03-19 01:34:48;253
+79137538995;+79725102246;2020-03-03 10:19:10;472
+79066028576;+79028696923;2020-03-31 15:08:06;31
+79664169612;+79885307397;2020-01-10 13:35:37;678
+79712483058;+79816510540;2020-04-28 02:13:28;428
+79748939206;+79026152705;2020-02-18 23:36:45;680
+79489005245;+79283775797;2020-02-20 09:36:54;662
+79082453868;+79066028576;2020-03-03 04:53:47;922
+79878847274;+79032303132;2020-03-07 18:44:45;-1
+79995750441;+79305747938;2020-04-07 03:36:33;477
+79342376328;+79130522335;2020-04-29 01:45:39;-2
+79329518317;+79066160759;2020-04-17 06:14:36;751
+79906226733;+79849189913;2020-01-28 08:45:07;223
+79209106731;+79329654975;2020-02-19 19:25:05;743
+79264808473;+79766119936;2020-04-18 08:08:39;590
+79939202429;+79231983437;2020-04-12 05:28:27;630
+79830588607;+79629339854;2020-05-21 14:00:56;487
+79122841287;+79606086738;2020-03-20 21:43:42;644
+79209106731;+79725102246;2020-05-05 18:37:40;-1
+79505972262;+79083030674;2020-03-17 10:34:52;448
+79182941837;+79098173539;2020-03-18 00:50:29;-1
+79286644224;+79620533719;2020-04-24 21:43:01;632
+79788763222;+79207211627;2020-03-26 05:08:39;-2
+79839351464;+79180985553;2020-05-04 04:15:29;852
+79267057194;+79808404470;2020-02-25 15:46:36;-1
+79602587005;+79996552358;2020-05-12 06:37:31;885
+79788721509;+79217776975;2020-04-16 06:59:50;-1
+79888155548;+79213185384;2020-05-14 12:09:27;265
+79182941837;+79816510540;2020-04-15 10:15:59;-2
+79721046072;+79227186419;2020-01-23 07:10:34;15
+79058572211;+79931039617;2020-04-26 21:24:30;-2
+79741634772;+79743830987;2020-03-09 10:57:44;87
+79406775688;+79122841287;2020-02-16 05:51:24;700
+79428668382;+79269739830;2020-02-12 06:53:12;881
+79788721509;+79058572211;2020-02-05 13:24:16;233
+79400654005;+79243702390;2020-01-07 15:00:15;801
+79137538995;+79146832755;2020-04-18 10:21:51;-1
+79231983437;+79993486801;2020-05-27 08:01:21;878
+79010628518;+79054221543;2020-01-15 21:54:55;431
+79813008149;+79267285698;2020-01-04 04:43:21;147
+79799884052;+79515819950;2020-04-22 18:29:20;933
+79044778714;+79275828968;2020-01-18 13:48:28;-1
+79960813237;+79893144987;2020-04-21 23:39:23;110
+79906226733;+79644433807;2020-05-20 00:19:34;934
+79817609499;+79424809349;2020-03-16 14:58:10;-1
+79944966369;+79080373662;2020-05-30 00:01:25;786
+79547188840;+79128336240;2020-02-15 22:11:48;220
+79209635425;+79221139318;2020-04-23 09:32:18;961
+79137538995;+79211341670;2020-02-25 11:52:05;338
+79880675713;+79523139377;2020-02-10 01:05:52;999
+79318886864;+79200310497;2020-01-28 18:18:09;967
+79449133819;+79766364851;2020-03-24 20:04:34;-1
+79577589431;+79235643827;2020-01-26 21:07:30;458
+79207211627;+79743872599;2020-03-11 23:42:07;-1
+79188759063;+79408862394;2020-03-10 14:02:15;243
+79766364851;+79603451681;2020-05-04 02:24:55;687
+79640319752;+79170708990;2020-01-16 06:12:19;-2
+79286644224;+79791661835;2020-03-27 06:59:03;-2
+79986051879;+79895835760;2020-05-24 19:36:15;743
+79812468800;+79232620275;2020-03-30 13:20:32;608
+79159712021;+79686095319;2020-01-28 20:38:11;51
+79066028576;+79558589518;2020-04-16 13:49:05;-1
+79893144987;+79926444889;2020-01-16 01:02:07;-1
+79540725003;+79819376145;2020-01-27 04:30:06;644
+79987108316;+79051329031;2020-01-27 19:37:04;208
+79180985553;+79993486801;2020-05-27 22:53:49;102
+79986215360;+79766988037;2020-03-03 17:37:41;-2
+79870237946;+79249707909;2020-03-23 23:11:29;204
+79188759063;+79235191373;2020-02-28 17:41:37;627
+79986373372;+79828419074;2020-05-25 19:07:49;600
+79606086738;+79753877737;2020-05-23 04:48:08;323
+79993486801;+79896166873;2020-03-06 05:49:14;725
+79994363784;+79396450711;2020-04-08 07:51:02;162
+79274194203;+79267757119;2020-01-09 12:56:14;213
+79652271658;+79648026276;2020-04-16 09:26:57;-1
+79378125821;+79831336961;2020-04-14 00:56:25;-1
+79004136622;+79929595597;2020-01-30 05:02:25;16
+79267285698;+79137538995;2020-01-23 05:56:00;561
+79209635425;+79400989298;2020-04-03 21:48:33;939
+79913144486;+79052896271;2020-03-24 13:04:57;843
+79381958936;+79050148508;2020-04-26 09:02:13;295
+79106136629;+79888262877;2020-05-20 20:35:02;915
+79084238781;+79887691115;2020-04-05 11:41:35;702
+79995750441;+79526593203;2020-02-22 21:02:40;393
+79696429332;+79929595597;2020-05-10 16:10:54;742
+79411765984;+79207211627;2020-04-15 09:45:22;-2
+79791034266;+79445474633;2020-04-20 13:39:01;-1
+79287784306;+79400654005;2020-01-04 01:27:18;446
+79105284330;+79913144486;2020-03-09 22:11:29;892
+79557850912;+79002011624;2020-05-09 12:34:39;524
+79688462924;+79799884052;2020-01-03 08:56:20;-1
+79841430347;+79777755232;2020-05-07 03:21:27;-2
+79906226733;+79050148508;2020-02-01 10:26:06;-2
+79888262877;+79979138128;2020-02-12 07:14:12;705
+79408862394;+79741473601;2020-04-30 10:34:14;467
+79082027467;+79849189913;2020-01-20 15:11:38;-2
+79791034266;+79792861678;2020-03-16 03:19:24;644
+79839351464;+79994363784;2020-01-14 15:26:00;-1
+79848820681;+79182394133;2020-05-13 08:04:12;-1
+79648026276;+79066028576;2020-04-13 14:40:30;315
+79044576226;+79696429332;2020-03-30 08:14:49;519
+79602587005;+79896237169;2020-05-25 11:54:16;-2
+79808425823;+79381552101;2020-03-05 11:17:02;142
+79286644224;+79227186419;2020-01-23 10:07:15;973
+79071086202;+79686095319;2020-01-12 16:11:08;874
+79610907210;+79696429332;2020-03-05 13:34:33;-2
+79037543304;+79729225818;2020-05-30 04:24:49;939
+79784102595;+79283775797;2020-01-07 21:22:43;-1
+79400654005;+79626551982;2020-05-21 11:16:26;564
+79275828968;+79671132864;2020-04-01 11:35:10;987
+79665470635;+79359493630;2020-01-02 23:11:14;-2
+79200310497;+79839351464;2020-04-20 01:38:28;344
+79673456568;+79888155548;2020-02-07 13:33:12;-1
+79885061665;+79621745227;2020-04-12 23:11:44;-2
+79850299486;+79543551151;2020-04-07 21:18:31;852
+79343104093;+79385592937;2020-05-26 14:12:59;161
+79329654975;+79940666226;2020-04-30 04:04:02;143
+79451974866;+79935970995;2020-04-16 04:42:06;-1
+79098173539;+79715339227;2020-01-03 19:08:04;936
+79261088918;+79084238781;2020-05-23 02:12:27;186
+79868672152;+79261589939;2020-02-24 14:04:06;-1
+79094666319;+79570221927;2020-02-20 05:19:24;923
+79663826885;+79662032108;2020-03-14 19:40:53;753
+79725102246;+79051329031;2020-02-09 20:56:22;-2
+79275748926;+79729717947;2020-02-14 17:26:06;511
+79816510540;+79606086738;2020-05-02 08:46:57;833
+79657139198;+79274194203;2020-04-20 06:41:31;971
+79960813237;+79213185384;2020-01-16 17:51:40;139
+79176303690;+79817609499;2020-01-20 09:37:32;-1
+79058054767;+79997463702;2020-03-07 17:41:34;429
+79791661835;+79362184105;2020-04-02 18:39:09;288
+79275584616;+79987655975;2020-04-10 08:17:14;581
+79182394133;+79389160254;2020-03-31 23:29:11;303
+79987655975;+79435850776;2020-04-22 07:54:49;303
+79731568994;+79050148508;2020-04-05 06:13:50;376
+79686861704;+79240960136;2020-04-04 03:26:31;323
+79986215360;+79160231643;2020-02-23 21:39:50;341
+79303782901;+79664169612;2020-05-24 01:16:22;116
+79882994952;+79428668382;2020-01-07 11:16:44;-1
+79695733207;+79980275762;2020-04-28 17:29:19;593
+79219775531;+79523139377;2020-04-22 05:32:00;192
+79152697212;+79391656982;2020-04-01 09:17:29;686
+79346102002;+79962088970;2020-03-06 16:23:08;132
+79828419074;+79269739830;2020-04-28 01:29:51;947
+79792861678;+79626551982;2020-03-20 17:22:18;663
+79207523013;+79709028118;2020-03-14 18:54:08;549
+79010628518;+79412045716;2020-04-25 04:31:23;123
+79146832755;+79602573462;2020-04-08 02:24:44;882
+79799884052;+79831336961;2020-03-08 08:57:17;452
+79652271658;+79200310497;2020-04-01 15:09:31;353
+79037543304;+79449133819;2020-03-11 13:56:15;25
+79086392509;+79559277331;2020-03-31 20:39:51;138
+79901996020;+79952081307;2020-05-07 00:19:10;964
+79440794991;+79721573398;2020-05-08 04:24:52;751
+79662032108;+79686861704;2020-05-27 07:04:39;-1
+79171149666;+79400989298;2020-02-02 04:01:11;277
+79665470635;+79986051879;2020-05-10 12:56:02;-1
+79935970995;+79625140868;2020-04-12 23:10:42;366
+79878847274;+79287529631;2020-01-03 11:21:58;776
+79119914000;+79637748907;2020-03-29 10:20:02;453
+79440794991;+79203949464;2020-05-12 08:12:03;276
+79935970995;+79540725003;2020-01-17 12:43:19;337
+79640319752;+79329518317;2020-05-04 14:24:38;436
+79926444889;+79747983853;2020-02-10 00:25:08;826
+79777755232;+79105284330;2020-05-11 06:01:48;-2
+79878847274;+79090689603;2020-02-28 06:35:42;974
+79955195228;+79451974866;2020-05-01 01:03:08;93
+79655876630;+79752429113;2020-05-12 19:38:30;300
+79034687853;+79755448270;2020-04-21 23:32:12;572
+79471704590;+79640319752;2020-03-29 10:15:05;301
+79128336240;+79952081307;2020-04-14 01:03:32;887
+79620533719;+79862422057;2020-03-18 20:51:17;839
+79866911726;+79321543302;2020-03-03 10:51:44;971
+79603451681;+79354282782;2020-02-08 08:12:19;-1
+79337048221;+79602573462;2020-04-25 00:47:38;399
+79766988037;+79207523013;2020-01-13 21:01:46;212
+79665470635;+79235191373;2020-02-09 19:51:59;512
+79654178456;+79094666319;2020-03-22 23:07:03;-1
+79729717947;+79916830644;2020-03-30 06:55:27;455
+79548961508;+79580560086;2020-05-21 10:02:37;486
+79389160254;+79766364851;2020-03-03 07:54:08;589
+79119914000;+79450717457;2020-01-20 14:04:13;17
+79240960136;+79305179732;2020-03-14 20:24:13;787
+79170708990;+79264808473;2020-04-22 07:18:01;988
+79066827133;+79128336240;2020-03-11 06:27:16;38
+79725102246;+79274194203;2020-05-10 04:42:01;-1
+79098173539;+79275828968;2020-04-23 19:31:10;204
+79473584346;+79052896271;2020-05-15 17:34:52;157
+79269739830;+79441072193;2020-04-09 17:25:46;565
+79207523013;+79799884052;2020-04-29 09:30:12;662
+79882994952;+79970343873;2020-02-17 15:52:39;999
+79331708009;+79827938649;2020-05-05 18:14:25;466
+79084009750;+79305747938;2020-02-07 08:30:28;-2
+79686095319;+79275828968;2020-02-15 08:12:35;187
+79163377741;+79439389308;2020-03-23 14:40:36;619
+79652271658;+79926484537;2020-02-26 02:45:03;336
+79866911726;+79785570693;2020-01-24 05:50:58;308
+79488931918;+79171149666;2020-02-11 03:45:57;109
+79329518317;+79522674940;2020-03-15 05:38:09;997
+79498453872;+79050148508;2020-04-23 04:21:42;519
+79443646159;+79776981435;2020-01-04 20:14:00;142
+79200310497;+79960970353;2020-04-21 08:05:46;730
+79766119936;+79570457507;2020-05-20 23:56:11;318
+79684804782;+79914976048;2020-02-21 12:43:24;-1
+79443646159;+79050148508;2020-04-15 11:53:51;142
+79113449774;+79035723941;2020-02-19 11:36:33;916
+79032874068;+79729717947;2020-02-04 21:29:09;20
+79895835760;+79119914000;2020-01-08 15:01:05;521
+79032874068;+79994325594;2020-02-05 14:12:40;790
+79797161012;+79961331024;2020-02-19 00:22:35;526
+79887691115;+79303782901;2020-02-22 04:35:21;792
+79128336240;+79662032108;2020-03-19 03:04:22;-1
+79995750441;+79231983437;2020-01-19 21:08:39;717
+79602587005;+79408339549;2020-02-13 19:13:29;-1
+79362184105;+79398024564;2020-05-17 20:29:16;675
+79325634693;+79207211627;2020-03-25 06:31:12;220
+79570080796;+79389160254;2020-01-11 17:33:50;-1
+79686095319;+79997463702;2020-04-09 08:49:13;481
+79684804782;+79834130783;2020-05-28 13:20:23;724
+79543551151;+79980102359;2020-03-02 23:20:59;588
+79610907210;+79472980535;2020-04-16 16:51:01;944
+79471704590;+79526593203;2020-05-12 14:57:00;-2
+79575818630;+79295924900;2020-03-13 12:36:46;722
+79400555439;+79240960136;2020-01-06 21:05:10;71
+79396450711;+79047886119;2020-03-31 23:10:39;433
+79610907210;+79914976048;2020-04-20 10:52:18;878
+79731568994;+79813008149;2020-03-26 03:26:06;500
+79043147455;+79152697212;2020-03-30 18:24:30;-2
+79748939206;+79888420719;2020-05-12 23:48:39;453
+79389160254;+79661780724;2020-01-18 03:16:52;459
+79318623738;+79266151534;2020-05-18 06:26:58;-2
+79119914000;+79423323771;2020-01-23 22:43:52;293
+79967027635;+79862422057;2020-04-06 01:45:22;716
+79066827133;+79644433807;2020-05-21 18:14:22;384
+79267285698;+79434102847;2020-04-18 12:15:23;906
+79074614693;+79255872032;2020-03-27 06:32:18;808
+79741473601;+79741634772;2020-03-25 04:29:46;730
+79477152666;+79771674370;2020-04-16 15:02:42;558
+79827873183;+79799884052;2020-04-26 11:35:35;144
+79743830987;+79486904218;2020-03-19 13:29:44;15
+79778843365;+79319654713;2020-02-15 06:00:14;-2
+79895835760;+79533778375;2020-04-16 11:57:07;380
+79648800217;+79994363784;2020-02-12 14:30:11;221
+79573414652;+79788763222;2020-04-24 02:42:40;-1
+79854083981;+79906226733;2020-01-31 16:58:47;81
+79428668382;+79543551151;2020-04-23 05:25:47;665
+79661780724;+79613856090;2020-03-08 05:12:08;723
+79032303132;+79902196007;2020-04-18 17:42:07;-2
+79381958936;+79261435570;2020-02-29 00:46:12;215
+79570457507;+79094666319;2020-03-02 05:06:24;512
+79843203441;+79885061665;2020-03-09 23:34:28;557
+79598685303;+79916830644;2020-04-05 16:10:41;101
+79784102595;+79885307397;2020-04-26 07:24:35;45
+79655876630;+79511713952;2020-04-14 13:57:25;464
+79604498792;+79286095628;2020-04-29 21:50:04;7
+79083030674;+79743830987;2020-05-10 23:54:44;-2
+79603451681;+79731568994;2020-02-10 06:31:55;164
+79598685303;+79880063064;2020-04-27 18:03:25;86
+79213185384;+79439389308;2020-02-03 16:35:19;-1
+79878847274;+79267068674;2020-03-19 14:19:07;176
+79570457507;+79192527940;2020-04-20 16:29:35;876
+79447324401;+79080373662;2020-01-26 03:37:45;855
+79737705733;+79896166873;2020-02-14 23:30:57;256
+79054221543;+79192527940;2020-03-27 17:50:26;125
+79522674940;+79885061665;2020-04-06 09:23:35;986
+79696031290;+79400654005;2020-03-17 00:19:09;263
+79450717457;+79412045716;2020-05-12 19:43:26;409
+79979138128;+79558589518;2020-03-14 07:07:52;111
+79002011624;+79378125821;2020-01-24 15:32:13;-2
+79655876630;+79378125821;2020-03-29 01:03:24;735
+79825939824;+79586348704;2020-03-07 17:27:48;672
+79543551151;+79590518050;2020-04-18 06:21:38;776
+79603451681;+79748939206;2020-02-12 16:22:02;236
+79664169612;+79832921923;2020-02-20 18:53:01;-2
+79740478483;+79952081307;2020-05-02 17:40:05;-1
+79751044936;+79359493630;2020-04-27 23:29:29;993
+79249707909;+79699925860;2020-04-13 06:32:20;167
+79610907210;+79605796779;2020-04-19 17:14:05;231
+79488931918;+79054026179;2020-02-15 08:24:23;377
+79445474633;+79631996163;2020-05-08 06:11:13;343
+79505911293;+79071086202;2020-05-14 16:32:55;-2
+79044287048;+79648800217;2020-01-13 06:43:06;524
+79545086785;+79664169612;2020-04-10 22:32:20;865
+79026152705;+79754909127;2020-02-23 06:30:20;-1
+79841430347;+79317235687;2020-01-02 23:11:07;184
+79895835760;+79948925259;2020-01-27 07:32:31;700
+79336781617;+79987797980;2020-03-12 01:57:12;89
+79983853744;+79140392970;2020-03-09 03:00:15;845
+79381552101;+79074614693;2020-04-17 06:41:27;330
+79424809349;+79583109002;2020-04-21 15:45:00;864
+79529618655;+79210243119;2020-05-25 12:51:21;484
+79848820681;+79379726440;2020-04-26 00:17:36;447
+79122841287;+79858429808;2020-04-21 01:36:20;764
+79644433807;+79445474633;2020-04-03 11:31:13;812
+79477152666;+79472980535;2020-04-20 07:43:51;346
+79664169612;+79729225818;2020-02-28 21:26:42;474
+79342376328;+79450717457;2020-03-02 07:50:39;490
+79660953259;+79828419074;2020-03-19 01:03:10;-1
+79130522335;+79956785183;2020-02-27 15:13:05;771
+79552170471;+79318623738;2020-04-14 04:47:32;-1
+79610907210;+79794344500;2020-02-27 03:10:21;239
+79931039617;+79080372002;2020-04-14 20:59:06;-1
+79686095319;+79318886864;2020-05-27 19:50:26;854
+79847387615;+79264808473;2020-04-28 19:52:59;733
+79753877737;+79095914385;2020-03-16 04:45:55;914
+79477152666;+79416150594;2020-04-17 05:35:41;-2
+79440645476;+79054026179;2020-01-14 08:20:41;586
+79580560086;+79916830644;2020-01-22 18:44:50;623
+79878847274;+79700005937;2020-02-07 18:38:11;13
+79171149666;+79931039617;2020-05-27 22:13:50;810
+79113187342;+79975889517;2020-04-17 08:10:42;76
+79267057194;+79408339549;2020-03-24 17:11:37;308
+79354282782;+79515819950;2020-05-05 22:45:31;441
+79573414652;+79935970995;2020-05-05 18:10:56;442
+79575818630;+79785570693;2020-05-03 02:26:49;785
+79751044936;+79962088970;2020-05-28 19:23:38;998
+79080372002;+79058054767;2020-02-27 04:49:54;225
+79050148508;+79020403241;2020-05-03 19:28:29;419
+79643495830;+79047886119;2020-05-13 04:51:35;20
+79152697212;+79849189913;2020-04-17 16:05:24;647
